dep;jour;pc_vac_dose1;pc_vac_dose2;pc_vac_cum_dose1;pc_vac_cum_dose2
51;2021-03-10;245;5;4643;1345
51;2021-03-11;368;8;5011;1353
51;2021-03-12;492;7;5503;1360
51;2021-03-13;491;0;5994;1360
51;2021-03-14;13;0;6007;1360
51;2021-03-15;146;12;6153;1372
51;2021-03-16;103;30;6256;1402
51;2021-03-17;103;34;6359;1436
51;2021-03-18;123;23;6482;1459
51;2021-03-19;275;10;6757;1469
51;2021-03-20;263;8;7020;1477
51;2021-03-21;3;0;7023;1477
51;2021-03-22;127;12;7150;1489
51;2021-03-23;316;10;7466;1499
51;2021-03-24;416;8;7882;1507
51;2021-03-25;507;19;8389;1526
51;2021-03-26;534;24;8923;1550
51;2021-03-27;321;13;9244;1563
51;2021-03-28;22;7;9266;1570
51;2021-03-29;136;13;9402;1583
51;2021-03-30;268;32;9670;1615
51;2021-03-31;208;30;9878;1645
51;2021-04-01;272;10;10150;1655
52;2020-12-28;0;0;0;0
52;2020-12-29;0;0;0;0
52;2020-12-30;0;0;0;0
52;2020-12-31;0;0;0;0
52;2021-01-01;0;0;0;0
52;2021-01-02;0;0;0;0
52;2021-01-03;0;0;0;0
52;2021-01-04;0;0;0;0
52;2021-01-05;0;0;0;0
52;2021-01-06;0;0;0;0
52;2021-01-07;0;0;0;0
52;2021-01-08;13;0;13;0
52;2021-01-09;7;0;20;0
52;2021-01-10;0;0;20;0
52;2021-01-11;21;0;41;0
52;2021-01-12;21;0;62;0
52;2021-01-13;35;0;97;0
52;2021-01-14;43;0;140;0
52;2021-01-15;54;0;194;0
52;2021-01-16;2;0;196;0
52;2021-01-17;0;0;196;0
52;2021-01-18;13;0;209;0
52;2021-01-19;20;0;229;0
52;2021-01-20;16;0;245;0
52;2021-01-21;20;0;265;0
52;2021-01-22;18;0;283;0
52;2021-01-23;1;0;284;0
52;2021-01-24;0;0;284;0
52;2021-01-25;9;0;293;0
52;2021-01-26;22;0;315;0
52;2021-01-27;10;0;325;0
52;2021-01-28;11;0;336;0
52;2021-01-29;10;12;346;12
52;2021-01-30;9;7;355;19
52;2021-01-31;0;0;355;19
52;2021-02-01;7;17;362;36
52;2021-02-02;3;17;365;53
52;2021-02-03;7;25;372;78
52;2021-02-04;18;46;390;124
52;2021-02-05;6;40;396;164
52;2021-02-06;0;0;396;164
52;2021-02-07;0;0;396;164
52;2021-02-08;2;8;398;172
52;2021-02-09;3;21;401;193
52;2021-02-10;7;3;408;196
52;2021-02-11;6;6;414;202
52;2021-02-12;16;11;430;213
52;2021-02-13;0;1;430;214
52;2021-02-14;0;1;430;215
52;2021-02-15;7;8;437;223
52;2021-02-16;0;19;437;242
52;2021-02-17;3;20;440;262
52;2021-02-18;5;12;445;274
52;2021-02-19;3;6;448;280
52;2021-02-20;2;4;450;284
52;2021-02-21;0;0;450;284
52;2021-02-22;6;28;456;312
52;2021-02-23;4;25;460;337
52;2021-02-24;6;7;466;344
52;2021-02-25;47;17;513;361
52;2021-02-26;90;16;603;377
52;2021-02-27;49;5;652;382
52;2021-02-28;0;0;652;382
52;2021-03-01;27;0;679;382
52;2021-03-02;24;1;703;383
52;2021-03-03;59;2;762;385
52;2021-03-04;87;0;849;385
52;2021-03-05;79;1;928;386
52;2021-03-06;121;0;1049;386
52;2021-03-07;0;0;1049;386
52;2021-03-08;52;7;1101;393
52;2021-03-09;112;5;1213;398
52;2021-03-10;37;9;1250;407
52;2021-03-11;86;3;1336;410
52;2021-03-12;76;0;1412;410
52;2021-03-13;110;0;1522;410
52;2021-03-14;4;0;1526;410
52;2021-03-15;32;4;1558;414
52;2021-03-16;18;0;1576;414
52;2021-03-17;16;0;1592;414
52;2021-03-18;36;1;1628;415
52;2021-03-19;64;4;1692;419
52;2021-03-20;30;0;1722;419
52;2021-03-21;0;0;1722;419
52;2021-03-22;34;3;1756;422
52;2021-03-23;76;4;1832;426
52;2021-03-24;62;3;1894;429
52;2021-03-25;141;3;2035;432
52;2021-03-26;142;4;2177;436
52;2021-03-27;60;0;2237;436
52;2021-03-28;6;0;2243;436
52;2021-03-29;53;7;2296;443
52;2021-03-30;94;35;2390;478
52;2021-03-31;98;12;2488;490
52;2021-04-01;119;5;2607;495
53;2020-12-28;0;0;0;0
53;2020-12-29;0;0;0;0
53;2020-12-30;0;0;0;0
53;2020-12-31;0;0;0;0
53;2021-01-01;0;0;0;0
53;2021-01-02;0;0;0;0
53;2021-01-03;0;0;0;0
53;2021-01-04;0;0;0;0
53;2021-01-05;0;0;0;0
53;2021-01-06;0;0;0;0
53;2021-01-07;10;0;10;0
53;2021-01-08;12;0;22;0
53;2021-01-09;14;0;36;0
53;2021-01-10;1;0;37;0
53;2021-01-11;19;0;56;0
53;2021-01-12;17;0;73;0
53;2021-01-13;25;0;98;0
53;2021-01-14;15;0;113;0
53;2021-01-15;24;0;137;0
53;2021-01-16;9;0;146;0
53;2021-01-17;1;0;147;0
53;2021-01-18;26;0;173;0
53;2021-01-19;31;0;204;0
53;2021-01-20;26;0;230;0
53;2021-01-21;29;0;259;0
53;2021-01-22;33;0;292;0
53;2021-01-23;3;0;295;0
53;2021-01-24;0;0;295;0
53;2021-01-25;16;0;311;0
53;2021-01-26;33;0;344;0
53;2021-01-27;29;0;373;0
53;2021-01-28;24;10;397;10
53;2021-01-29;16;13;413;23
53;2021-01-30;5;11;418;34
53;2021-01-31;0;0;418;34
53;2021-02-01;12;15;430;49
53;2021-02-02;6;16;436;65
53;2021-02-03;9;10;445;75
53;2021-02-04;6;15;451;90
53;2021-02-05;21;10;472;100
53;2021-02-06;12;4;484;104
53;2021-02-07;0;0;484;104
53;2021-02-08;9;5;493;109
53;2021-02-09;12;18;505;127
53;2021-02-10;11;28;516;155
53;2021-02-11;24;22;540;177
53;2021-02-12;25;42;565;219
53;2021-02-13;5;3;570;222
53;2021-02-14;0;0;570;222
53;2021-02-15;5;20;575;242
53;2021-02-16;51;36;626;278
53;2021-02-17;26;33;652;311
53;2021-02-18;39;19;691;330
53;2021-02-19;56;28;747;358
53;2021-02-20;5;5;752;363
53;2021-02-21;0;0;752;363
53;2021-02-22;5;17;757;380
53;2021-02-23;4;17;761;397
53;2021-02-24;12;11;773;408
53;2021-02-25;129;11;902;419
53;2021-02-26;158;9;1060;428
53;2021-02-27;36;5;1096;433
53;2021-02-28;0;0;1096;433
53;2021-03-01;33;7;1129;440
53;2021-03-02;65;5;1194;445
53;2021-03-03;56;13;1250;458
53;2021-03-04;152;22;1402;480
53;2021-03-05;116;18;1518;498
53;2021-03-06;77;3;1595;501
53;2021-03-07;11;0;1606;501
53;2021-03-08;79;7;1685;508
53;2021-03-09;136;8;1821;516
53;2021-03-10;103;3;1924;519
53;2021-03-11;110;15;2034;534
53;2021-03-12;203;8;2237;542
53;2021-03-13;167;0;2404;542
53;2021-03-14;0;0;2404;542
53;2021-03-15;94;8;2498;550
53;2021-03-16;51;41;2549;591
53;2021-03-17;37;15;2586;606
53;2021-03-18;52;21;2638;627
53;2021-03-19;94;38;2732;665
53;2021-03-20;49;0;2781;665
53;2021-03-21;0;0;2781;665
53;2021-03-22;122;3;2903;668
53;2021-03-23;158;5;3061;673
53;2021-03-24;102;2;3163;675
53;2021-03-25;246;5;3409;680
53;2021-03-26;226;2;3635;682
53;2021-03-27;40;0;3675;682
53;2021-03-28;0;0;3675;682
53;2021-03-29;137;13;3812;695
53;2021-03-30;217;4;4029;699
53;2021-03-31;185;8;4214;707
53;2021-04-01;184;22;4398;729
54;2020-12-28;0;0;0;0
54;2020-12-29;0;0;0;0
54;2020-12-30;0;0;0;0
54;2020-12-31;1;0;1;0
54;2021-01-01;0;0;1;0
54;2021-01-02;0;0;1;0
54;2021-01-03;0;0;1;0
54;2021-01-04;7;0;8;0
54;2021-01-05;20;0;28;0
54;2021-01-06;45;0;73;0
54;2021-01-07;44;0;117;0
54;2021-01-08;68;0;185;0
54;2021-01-09;11;0;196;0
54;2021-01-10;6;0;202;0
54;2021-01-11;81;0;283;0
54;2021-01-12;59;0;342;0
54;2021-01-13;82;0;424;0
54;2021-01-14;120;0;544;0
54;2021-01-15;148;0;692;0
54;2021-01-16;41;0;733;0
54;2021-01-17;4;0;737;0
54;2021-01-18;69;0;806;0
54;2021-01-19;90;0;896;0
54;2021-01-20;77;0;973;0
54;2021-01-21;60;0;1033;0
54;2021-01-22;56;0;1089;0
54;2021-01-23;25;0;1114;0
54;2021-01-24;5;0;1119;0
54;2021-01-25;69;3;1188;3
54;2021-01-26;4;0;1192;3
54;2021-01-27;1;30;1193;33
54;2021-01-28;3;41;1196;74
54;2021-01-29;0;46;1196;120
54;2021-01-30;0;7;1196;127
54;2021-01-31;1;6;1197;133
54;2021-02-01;0;61;1197;194
54;2021-02-02;2;62;1199;256
54;2021-02-03;18;69;1217;325
54;2021-02-04;43;112;1260;437
54;2021-02-05;75;112;1335;549
54;2021-02-06;11;8;1346;557
54;2021-02-07;0;2;1346;559
54;2021-02-08;5;30;1351;589
54;2021-02-09;11;71;1362;660
54;2021-02-10;18;45;1380;705
54;2021-02-11;15;43;1395;748
54;2021-02-12;16;46;1411;794
54;2021-02-13;21;20;1432;814
54;2021-02-14;1;3;1433;817
54;2021-02-15;12;31;1445;848
54;2021-02-16;14;71;1459;919
54;2021-02-17;38;49;1497;968
54;2021-02-18;57;35;1554;1003
54;2021-02-19;35;31;1589;1034
54;2021-02-20;3;24;1592;1058
54;2021-02-21;0;3;1592;1061
54;2021-02-22;11;23;1603;1084
54;2021-02-23;28;19;1631;1103
54;2021-02-24;107;23;1738;1126
54;2021-02-25;349;74;2087;1200
54;2021-02-26;560;60;2647;1260
54;2021-02-27;284;5;2931;1265
54;2021-02-28;5;0;2936;1265
54;2021-03-01;124;7;3060;1272
54;2021-03-02;270;7;3330;1279
54;2021-03-03;346;0;3676;1279
54;2021-03-04;396;4;4072;1283
54;2021-03-05;565;3;4637;1286
54;2021-03-06;619;1;5256;1287
54;2021-03-07;254;0;5510;1287
54;2021-03-08;150;0;5660;1287
54;2021-03-09;291;2;5951;1289
54;2021-03-10;357;1;6308;1290
54;2021-03-11;433;2;6741;1292
54;2021-03-12;777;1;7518;1293
54;2021-03-13;666;0;8184;1293
54;2021-03-14;39;0;8223;1293
54;2021-03-15;206;3;8429;1296
54;2021-03-16;117;5;8546;1301
54;2021-03-17;183;3;8729;1304
54;2021-03-18;195;1;8924;1305
54;2021-03-19;365;6;9289;1311
54;2021-03-20;380;3;9669;1314
54;2021-03-21;30;1;9699;1315
54;2021-03-22;152;5;9851;1320
54;2021-03-23;282;22;10133;1342
54;2021-03-24;335;22;10468;1364
54;2021-03-25;547;41;11015;1405
54;2021-03-26;613;62;11628;1467
54;2021-03-27;394;12;12022;1479
54;2021-03-28;21;0;12043;1479
54;2021-03-29;227;7;12270;1486
54;2021-03-30;361;48;12631;1534
54;2021-03-31;355;43;12986;1577
54;2021-04-01;393;53;13379;1630
55;2020-12-28;0;0;0;0
55;2020-12-29;0;0;0;0
55;2020-12-30;0;0;0;0
55;2020-12-31;0;0;0;0
55;2021-01-01;0;0;0;0
55;2021-01-02;0;0;0;0
55;2021-01-03;0;0;0;0
55;2021-01-04;0;0;0;0
55;2021-01-05;0;0;0;0
55;2021-01-06;0;0;0;0
55;2021-01-07;9;0;9;0
55;2021-01-08;7;0;16;0
55;2021-01-09;5;0;21;0
55;2021-01-10;0;0;21;0
55;2021-01-11;14;0;35;0
55;2021-01-12;13;0;48;0
55;2021-01-13;9;0;57;0
55;2021-01-14;38;0;95;0
55;2021-01-15;21;0;116;0
55;2021-01-16;7;1;123;1
55;2021-01-17;0;0;123;1
55;2021-01-18;15;0;138;1
55;2021-01-19;24;0;162;1
55;2021-01-20;32;0;194;1
55;2021-01-21;29;0;223;1
55;2021-01-22;24;0;247;1
55;2021-01-23;9;0;256;1
55;2021-01-24;0;0;256;1
55;2021-01-25;18;0;274;1
55;2021-01-26;17;0;291;1
55;2021-01-27;22;0;313;1
55;2021-01-28;27;10;340;11
55;2021-01-29;4;7;344;18
55;2021-01-30;13;4;357;22
55;2021-01-31;0;0;357;22
55;2021-02-01;5;13;362;35
55;2021-02-02;11;14;373;49
55;2021-02-03;3;16;376;65
55;2021-02-04;13;33;389;98
55;2021-02-05;13;16;402;114
55;2021-02-06;1;3;403;117
55;2021-02-07;0;1;403;118
55;2021-02-08;0;4;403;122
55;2021-02-09;6;1;409;123
55;2021-02-10;2;4;411;127
55;2021-02-11;9;5;420;132
55;2021-02-12;5;3;425;135
55;2021-02-13;0;9;425;144
55;2021-02-14;0;0;425;144
55;2021-02-15;3;21;428;165
55;2021-02-16;14;27;442;192
55;2021-02-17;4;31;446;223
55;2021-02-18;4;25;450;248
55;2021-02-19;9;15;459;263
55;2021-02-20;0;11;459;274
55;2021-02-21;0;0;459;274
55;2021-02-22;5;18;464;292
55;2021-02-23;11;18;475;310
55;2021-02-24;25;14;500;324
55;2021-02-25;86;34;586;358
55;2021-02-26;111;7;697;365
55;2021-02-27;68;2;765;367
55;2021-02-28;0;0;765;367
55;2021-03-01;25;3;790;370
55;2021-03-02;64;12;854;382
55;2021-03-03;74;0;928;382
55;2021-03-04;94;3;1022;385
55;2021-03-05;122;7;1144;392
55;2021-03-06;73;0;1217;392
55;2021-03-07;4;0;1221;392
55;2021-03-08;29;0;1250;392
55;2021-03-09;99;0;1349;392
55;2021-03-10;81;2;1430;394
55;2021-03-11;80;7;1510;401
55;2021-03-12;119;6;1629;407
55;2021-03-13;107;0;1736;407
55;2021-03-14;3;0;1739;407
55;2021-03-15;34;4;1773;411
55;2021-03-16;24;8;1797;419
55;2021-03-17;42;0;1839;419
55;2021-03-18;16;4;1855;423
55;2021-03-19;71;2;1926;425
55;2021-03-20;60;1;1986;426
55;2021-03-21;0;0;1986;426
55;2021-03-22;50;1;2036;427
55;2021-03-23;117;4;2153;431
55;2021-03-24;107;0;2260;431
55;2021-03-25;155;7;2415;438
55;2021-03-26;98;1;2513;439
55;2021-03-27;43;0;2556;439
55;2021-03-28;0;0;2556;439
55;2021-03-29;130;0;2686;439
55;2021-03-30;199;1;2885;440
55;2021-03-31;175;1;3060;441
55;2021-04-01;151;2;3211;443
56;2020-12-28;0;0;0;0
56;2020-12-29;0;0;0;0
56;2020-12-30;0;0;0;0
56;2020-12-31;0;0;0;0
56;2021-01-01;0;0;0;0
56;2021-01-02;1;0;1;0
56;2021-01-03;0;0;1;0
56;2021-01-04;0;0;1;0
56;2021-01-05;1;0;2;0
56;2021-01-06;0;0;2;0
56;2021-01-07;33;0;35;0
56;2021-01-08;24;0;59;0
56;2021-01-09;0;0;59;0
56;2021-01-10;0;0;59;0
56;2021-01-11;21;0;80;0
56;2021-01-12;50;0;130;0
56;2021-01-13;54;0;184;0
56;2021-01-14;90;0;274;0
56;2021-01-15;88;0;362;0
56;2021-01-16;31;2;393;2
56;2021-01-17;1;0;394;2
56;2021-01-18;46;0;440;2
56;2021-01-19;34;0;474;2
56;2021-01-20;42;0;516;2
56;2021-01-21;64;0;580;2
56;2021-01-22;59;0;639;2
56;2021-01-23;13;0;652;2
56;2021-01-24;1;0;653;2
56;2021-01-25;64;0;717;2
56;2021-01-26;50;0;767;2
56;2021-01-27;58;5;825;7
56;2021-01-28;48;24;873;31
56;2021-01-29;38;20;911;51
56;2021-01-30;9;2;920;53
56;2021-01-31;0;0;920;53
56;2021-02-01;23;7;943;60
56;2021-02-02;70;19;1013;79
56;2021-02-03;44;18;1057;97
56;2021-02-04;162;25;1219;122
56;2021-02-05;158;47;1377;169
56;2021-02-06;40;21;1417;190
56;2021-02-07;13;1;1430;191
56;2021-02-08;18;29;1448;220
56;2021-02-09;37;38;1485;258
56;2021-02-10;49;58;1534;316
56;2021-02-11;39;80;1573;396
56;2021-02-12;70;53;1643;449
56;2021-02-13;7;8;1650;457
56;2021-02-14;0;1;1650;458
56;2021-02-15;48;52;1698;510
56;2021-02-16;77;36;1775;546
56;2021-02-17;71;48;1846;594
56;2021-02-18;84;51;1930;645
56;2021-02-19;127;46;2057;691
56;2021-02-20;25;6;2082;697
56;2021-02-21;0;0;2082;697
56;2021-02-22;14;51;2096;748
56;2021-02-23;56;34;2152;782
56;2021-02-24;129;62;2281;844
56;2021-02-25;419;162;2700;1006
56;2021-02-26;462;126;3162;1132
56;2021-02-27;223;25;3385;1157
56;2021-02-28;1;14;3386;1171
56;2021-03-01;112;30;3498;1201
56;2021-03-02;188;52;3686;1253
56;2021-03-03;253;40;3939;1293
56;2021-03-04;478;50;4417;1343
56;2021-03-05;534;75;4951;1418
56;2021-03-06;254;7;5205;1425
56;2021-03-07;24;0;5229;1425
56;2021-03-08;157;18;5386;1443
56;2021-03-09;288;23;5674;1466
56;2021-03-10;302;52;5976;1518
56;2021-03-11;600;37;6576;1555
56;2021-03-12;654;50;7230;1605
56;2021-03-13;366;7;7596;1612
56;2021-03-14;12;0;7608;1612
56;2021-03-15;120;33;7728;1645
56;2021-03-16;97;57;7825;1702
56;2021-03-17;75;44;7900;1746
56;2021-03-18;128;146;8028;1892
56;2021-03-19;309;111;8337;2003
56;2021-03-20;192;12;8529;2015
56;2021-03-21;6;1;8535;2016
56;2021-03-22;145;10;8680;2026
56;2021-03-23;298;45;8978;2071
56;2021-03-24;379;43;9357;2114
56;2021-03-25;500;74;9857;2188
56;2021-03-26;569;48;10426;2236
56;2021-03-27;224;12;10650;2248
56;2021-03-28;8;0;10658;2248
56;2021-03-29;187;19;10845;2267
56;2021-03-30;366;43;11211;2310
56;2021-03-31;302;25;11513;2335
56;2021-04-01;412;38;11925;2373
57;2020-12-28;0;0;0;0
57;2020-12-29;0;0;0;0
57;2020-12-30;0;0;0;0
57;2020-12-31;0;0;0;0
57;2021-01-01;0;0;0;0
57;2021-01-02;0;0;0;0
57;2021-01-03;0;0;0;0
57;2021-01-04;0;0;0;0
57;2021-01-05;32;0;32;0
57;2021-01-06;33;0;65;0
57;2021-01-07;105;0;170;0
57;2021-01-08;94;0;264;0
57;2021-01-09;22;0;286;0
57;2021-01-10;8;0;294;0
57;2021-01-11;90;0;384;0
57;2021-01-12;103;0;487;0
57;2021-01-13;118;0;605;0
57;2021-01-14;105;0;710;0
57;2021-01-15;95;0;805;0
57;2021-01-16;43;0;848;0
57;2021-01-17;16;0;864;0
57;2021-01-18;157;0;1021;0
57;2021-01-19;196;0;1217;0
57;2021-01-20;227;0;1444;0
57;2021-01-21;115;0;1559;0
57;2021-01-22;95;0;1654;0
57;2021-01-23;34;0;1688;0
57;2021-01-24;0;0;1688;0
57;2021-01-25;63;39;1751;39
57;2021-01-26;108;37;1859;76
57;2021-01-27;106;35;1965;111
57;2021-01-28;94;34;2059;145
57;2021-01-29;90;74;2149;219
57;2021-01-30;34;27;2183;246
57;2021-01-31;0;8;2183;254
57;2021-02-01;57;56;2240;310
57;2021-02-02;86;49;2326;359
57;2021-02-03;106;59;2432;418
57;2021-02-04;89;131;2521;549
57;2021-02-05;75;53;2596;602
57;2021-02-06;25;45;2621;647
57;2021-02-07;11;18;2632;665
57;2021-02-08;96;158;2728;823
57;2021-02-09;157;166;2885;989
57;2021-02-10;108;177;2993;1166
57;2021-02-11;101;110;3094;1276
57;2021-02-12;97;78;3191;1354
57;2021-02-13;87;14;3278;1368
57;2021-02-14;75;0;3353;1368
57;2021-02-15;47;31;3400;1399
57;2021-02-16;68;95;3468;1494
57;2021-02-17;90;116;3558;1610
57;2021-02-18;87;91;3645;1701
57;2021-02-19;74;64;3719;1765
57;2021-02-20;91;33;3810;1798
57;2021-02-21;29;0;3839;1798
57;2021-02-22;99;63;3938;1861
57;2021-02-23;227;78;4165;1939
57;2021-02-24;250;87;4415;2026
57;2021-02-25;604;96;5019;2122
57;2021-02-26;867;62;5886;2184
57;2021-02-27;612;37;6498;2221
57;2021-02-28;170;6;6668;2227
57;2021-03-01;272;109;6940;2336
57;2021-03-02;443;133;7383;2469
57;2021-03-03;591;131;7974;2600
57;2021-03-04;717;88;8691;2688
57;2021-03-05;966;73;9657;2761
57;2021-03-06;1429;38;11086;2799
57;2021-03-07;858;3;11944;2802
57;2021-03-08;292;55;12236;2857
57;2021-03-09;552;82;12788;2939
57;2021-03-10;634;48;13422;2987
57;2021-03-11;747;87;14169;3074
57;2021-03-12;1062;92;15231;3166
57;2021-03-13;1248;59;16479;3225
57;2021-03-14;400;18;16879;3243
57;2021-03-15;398;50;17277;3293
57;2021-03-16;427;74;17704;3367
57;2021-03-17;387;106;18091;3473
57;2021-03-18;423;99;18514;3572
57;2021-03-19;732;67;19246;3639
57;2021-03-20;863;71;20109;3710
57;2021-03-21;325;15;20434;3725
57;2021-03-22;402;103;20836;3828
57;2021-03-23;596;203;21432;4031
57;2021-03-24;773;158;22205;4189
57;2021-03-25;953;248;23158;4437
57;2021-03-26;868;185;24026;4622
57;2021-03-27;746;216;24772;4838
57;2021-03-28;232;174;25004;5012
57;2021-03-29;347;150;25351;5162
57;2021-03-30;562;209;25913;5371
57;2021-03-31;520;188;26433;5559
57;2021-04-01;603;313;27036;5872
58;2020-12-28;0;0;0;0
58;2020-12-29;0;0;0;0
58;2020-12-30;0;0;0;0
58;2020-12-31;0;0;0;0
58;2021-01-01;0;0;0;0
58;2021-01-02;0;0;0;0
58;2021-01-03;1;0;1;0
58;2021-01-04;0;0;1;0
58;2021-01-05;0;0;1;0
58;2021-01-06;9;0;10;0
58;2021-01-07;14;0;24;0
58;2021-01-08;13;0;37;0
58;2021-01-09;1;0;38;0
58;2021-01-10;0;0;38;0
58;2021-01-11;6;0;44;0
58;2021-01-12;20;0;64;0
58;2021-01-13;33;0;97;0
58;2021-01-14;30;0;127;0
58;2021-01-15;16;0;143;0
58;2021-01-16;0;0;143;0
58;2021-01-17;0;0;143;0
58;2021-01-18;26;0;169;0
58;2021-01-19;54;0;223;0
58;2021-01-20;40;0;263;0
58;2021-01-21;43;0;306;0
58;2021-01-22;30;0;336;0
58;2021-01-23;4;0;340;0
58;2021-01-24;0;0;340;0
58;2021-01-25;19;0;359;0
58;2021-01-26;25;0;384;0
58;2021-01-27;27;4;411;4
58;2021-01-28;38;9;449;13
58;2021-01-29;41;0;490;13
58;2021-01-30;20;0;510;13
58;2021-01-31;1;0;511;13
58;2021-02-01;10;0;521;13
58;2021-02-02;19;6;540;19
58;2021-02-03;8;15;548;34
58;2021-02-04;8;8;556;42
58;2021-02-05;3;15;559;57
58;2021-02-06;3;0;562;57
58;2021-02-07;0;0;562;57
58;2021-02-08;16;13;578;70
58;2021-02-09;22;26;600;96
58;2021-02-10;13;31;613;127
58;2021-02-11;23;34;636;161
58;2021-02-12;8;21;644;182
58;2021-02-13;5;1;649;183
58;2021-02-14;0;0;649;183
58;2021-02-15;9;21;658;204
58;2021-02-16;10;49;668;253
58;2021-02-17;12;50;680;303
58;2021-02-18;24;28;704;331
58;2021-02-19;19;34;723;365
58;2021-02-20;4;6;727;371
58;2021-02-21;0;0;727;371
58;2021-02-22;3;16;730;387
58;2021-02-23;6;17;736;404
58;2021-02-24;5;35;741;439
58;2021-02-25;96;25;837;464
58;2021-02-26;89;27;926;491
58;2021-02-27;53;12;979;503
58;2021-02-28;8;0;987;503
58;2021-03-01;52;11;1039;514
58;2021-03-02;98;20;1137;534
58;2021-03-03;93;8;1230;542
58;2021-03-04;116;6;1346;548
58;2021-03-05;171;4;1517;552
58;2021-03-06;86;4;1603;556
58;2021-03-07;8;0;1611;556
58;2021-03-08;20;14;1631;570
58;2021-03-09;105;26;1736;596
58;2021-03-10;96;12;1832;608
58;2021-03-11;99;14;1931;622
58;2021-03-12;93;4;2024;626
58;2021-03-13;91;3;2115;629
58;2021-03-14;11;0;2126;629
58;2021-03-15;54;8;2180;637
58;2021-03-16;63;9;2243;646
58;2021-03-17;60;18;2303;664
58;2021-03-18;51;4;2354;668
58;2021-03-19;39;2;2393;670
58;2021-03-20;51;0;2444;670
58;2021-03-21;2;0;2446;670
58;2021-03-22;78;2;2524;672
58;2021-03-23;212;1;2736;673
58;2021-03-24;143;0;2879;673
58;2021-03-25;220;0;3099;673
58;2021-03-26;161;2;3260;675
58;2021-03-27;44;0;3304;675
58;2021-03-28;5;0;3309;675
58;2021-03-29;76;21;3385;696
58;2021-03-30;172;16;3557;712
58;2021-03-31;132;22;3689;734
58;2021-04-01;159;12;3848;746
59;2020-12-28;0;0;0;0
59;2020-12-29;0;0;0;0
59;2020-12-30;0;0;0;0
59;2020-12-31;0;0;0;0
59;2021-01-01;0;0;0;0
59;2021-01-02;0;0;0;0
59;2021-01-03;0;0;0;0
59;2021-01-04;6;0;6;0
59;2021-01-05;21;0;27;0
59;2021-01-06;64;0;91;0
59;2021-01-07;124;0;215;0
59;2021-01-08;139;0;354;0
59;2021-01-09;116;0;470;0
59;2021-01-10;75;0;545;0
59;2021-01-11;281;0;826;0
59;2021-01-12;299;0;1125;0
59;2021-01-13;309;0;1434;0
59;2021-01-14;306;0;1740;0
59;2021-01-15;242;0;1982;0
59;2021-01-16;88;3;2070;3
59;2021-01-17;48;0;2118;3
59;2021-01-18;215;0;2333;3
59;2021-01-19;308;0;2641;3
59;2021-01-20;271;0;2912;3
59;2021-01-21;306;1;3218;4
59;2021-01-22;275;0;3493;4
59;2021-01-23;71;0;3564;4
59;2021-01-24;15;1;3579;5
59;2021-01-25;196;13;3775;18
59;2021-01-26;208;16;3983;34
59;2021-01-27;98;52;4081;86
59;2021-01-28;142;92;4223;178
59;2021-01-29;217;114;4440;292
59;2021-01-30;30;55;4470;347
59;2021-01-31;4;18;4474;365
59;2021-02-01;4;196;4478;561
59;2021-02-02;32;235;4510;796
59;2021-02-03;193;184;4703;980
59;2021-02-04;189;204;4892;1184
59;2021-02-05;77;190;4969;1374
59;2021-02-06;27;90;4996;1464
59;2021-02-07;29;22;5025;1486
59;2021-02-08;50;163;5075;1649
59;2021-02-09;65;169;5140;1818
59;2021-02-10;70;182;5210;2000
59;2021-02-11;92;205;5302;2205
59;2021-02-12;113;155;5415;2360
59;2021-02-13;15;71;5430;2431
59;2021-02-14;2;37;5432;2468
59;2021-02-15;110;209;5542;2677
59;2021-02-16;118;226;5660;2903
59;2021-02-17;135;250;5795;3153
59;2021-02-18;225;332;6020;3485
59;2021-02-19;218;267;6238;3752
59;2021-02-20;110;84;6348;3836
59;2021-02-21;32;11;6380;3847
59;2021-02-22;122;185;6502;4032
59;2021-02-23;207;163;6709;4195
59;2021-02-24;519;269;7228;4464
59;2021-02-25;1753;190;8981;4654
59;2021-02-26;1811;116;10792;4770
59;2021-02-27;1226;28;12018;4798
59;2021-02-28;68;16;12086;4814
59;2021-03-01;477;15;12563;4829
59;2021-03-02;824;21;13387;4850
59;2021-03-03;1179;18;14566;4868
59;2021-03-04;1779;40;16345;4908
59;2021-03-05;1738;28;18083;4936
59;2021-03-06;2179;10;20262;4946
59;2021-03-07;798;1;21060;4947
59;2021-03-08;566;73;21626;5020
59;2021-03-09;981;94;22607;5114
59;2021-03-10;1272;89;23879;5203
59;2021-03-11;1788;106;25667;5309
59;2021-03-12;2458;108;28125;5417
59;2021-03-13;3247;40;31372;5457
59;2021-03-14;852;6;32224;5463
59;2021-03-15;803;89;33027;5552
59;2021-03-16;388;119;33415;5671
59;2021-03-17;419;180;33834;5851
59;2021-03-18;405;195;34239;6046
59;2021-03-19;1351;136;35590;6182
59;2021-03-20;2764;91;38354;6273
59;2021-03-21;881;32;39235;6305
59;2021-03-22;848;153;40083;6458
59;2021-03-23;1381;213;41464;6671
59;2021-03-24;1233;238;42697;6909
59;2021-03-25;1981;166;44678;7075
59;2021-03-26;2144;210;46822;7285
59;2021-03-27;2503;80;49325;7365
59;2021-03-28;1148;25;50473;7390
59;2021-03-29;823;224;51296;7614
59;2021-03-30;1154;238;52450;7852
